"","X","chatter","current_events","travel","photo_sharing","uncategorized","tv_film","sports_fandom","politics","food","family","home_and_garden","music","news","online_gaming","shopping","health_nutrition","college_uni","sports_playing","cooking","eco","computers","business","outdoors","crafts","automotive","art","religion","beauty","parenting","dating","school","personal_fitness","fashion","small_business","spam","adult","total"
"5668","2qac6pwmy",2,1,4,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,22
"5669","hdz2oc7li",1,1,0,2,0,1,0,0,1,2,0,0,0,6,0,0,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22
"5670","eds9qfrlg",10,2,2,3,1,0,5,1,5,2,0,0,1,0,4,0,2,0,0,1,1,0,0,0,4,0,4,0,2,0,2,0,0,1,0,0,53
"5671","ygukjbmsc",2,1,2,1,1,1,4,0,2,2,0,0,1,2,0,0,1,0,0,1,2,1,0,0,0,0,5,0,0,0,2,0,1,0,0,1,33
"5672","g2rf84pvm",1,5,1,6,0,1,13,0,5,7,0,2,1,3,1,0,1,1,0,0,1,0,1,5,0,0,11,3,6,1,7,1,0,1,0,0,85
"5673","zmw5uxikj",5,3,2,5,2,1,6,1,0,0,0,0,1,1,1,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,36
"5674","t59vhlk2p",3,3,5,4,1,5,1,5,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,1,0,0,0,0,0,44
"5675","rho8fe746",4,2,1,0,1,2,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"5676","azrosqx8p",0,1,4,10,2,0,4,9,4,2,1,0,3,1,0,3,0,1,27,1,4,1,0,2,0,0,3,4,2,1,3,1,9,2,0,4,109
"5677","srjle3gwk",5,1,2,3,2,0,4,2,1,0,0,0,2,0,3,2,0,0,0,0,1,1,1,0,2,0,2,0,2,1,1,2,0,0,0,0,40
"5678","uvp746xfh",7,3,3,8,1,1,1,2,0,0,0,0,0,0,1,2,0,0,8,0,0,1,0,0,1,1,2,3,0,0,0,0,5,0,0,0,50
"5679","iuhbp38f6",6,4,3,9,3,1,1,1,1,0,1,2,0,1,3,1,2,2,13,2,0,0,2,1,1,2,1,5,1,0,1,1,10,0,0,0,81
"5680","qu2znirh1",6,2,0,0,1,1,1,3,4,2,0,1,1,1,0,0,2,2,1,0,1,2,1,1,4,1,4,0,0,0,2,0,0,0,0,0,44
"5681","xjmevgolt",2,1,1,1,0,0,0,0,0,2,1,0,0,8,0,1,4,2,1,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,30
"5682","kewhxzrcj",5,3,2,4,0,2,5,0,7,1,1,2,0,0,0,2,0,2,1,0,0,2,0,0,0,1,4,1,2,0,4,1,0,2,0,6,60
"5683","6qu4r3m9b",10,2,1,4,0,0,2,2,0,2,0,1,6,0,4,6,0,0,2,0,1,0,1,2,1,1,0,1,2,5,2,2,1,0,0,0,61
"5684","xl14b6t7m",5,0,5,3,1,1,1,6,3,3,0,0,3,2,4,8,0,0,1,0,2,0,0,2,1,0,1,0,0,0,1,4,1,0,0,0,58
"5685","yg3lnstm6",8,2,1,1,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,12,6,1,4,1,0,0,46
"5686","hbk8jml3d",1,4,2,3,0,0,4,1,7,2,0,1,1,1,1,3,0,1,3,0,0,0,0,2,1,2,7,3,4,0,1,0,3,1,0,0,59
"5687","fxteolwjn",2,2,2,1,1,2,0,2,1,0,0,1,0,1,2,0,3,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,27
"5688","hx2wqlk9a",4,2,0,3,1,0,0,2,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,21
"5689","yqvjoflie",6,1,3,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"5690","zo7apnw3m",4,3,0,1,1,1,1,1,1,1,0,0,0,0,0,3,0,1,2,0,0,0,2,0,0,1,0,0,0,1,0,2,1,0,0,0,27
"5691","lus4wi8ne",4,1,3,0,0,1,1,1,1,0,0,0,0,4,1,1,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,28
"5692","xwho7p6ym",8,1,7,6,0,0,0,7,3,0,0,1,7,1,2,0,1,0,0,1,1,1,2,0,3,1,0,0,1,2,0,1,1,1,0,0,59
"5693","fa7mzyopx",5,1,1,2,3,0,1,0,0,0,0,1,0,1,0,1,2,1,0,1,0,2,0,0,0,1,0,1,0,13,2,0,4,0,0,0,43
"5694","h1mv5736e",3,1,0,0,2,1,6,0,5,0,1,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,2,0,2,0,3,1,0,0,0,0,34
"5695","9bok51uhl",6,4,2,7,0,0,0,3,0,1,0,2,1,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,34
"5696","lhjfz38yn",11,2,1,8,2,2,6,8,0,2,0,1,7,1,3,3,0,0,1,0,1,0,3,0,4,0,1,0,2,2,2,7,0,2,0,0,82
"5697","zkthxm2u4",4,2,3,6,1,0,3,0,5,1,1,2,1,0,2,0,0,4,5,0,1,0,0,0,0,0,4,2,1,0,2,4,3,0,0,0,57
"5698","krild65j7",5,2,3,4,0,0,0,1,0,1,0,1,0,10,3,0,17,2,0,2,0,1,0,0,2,1,0,0,0,0,0,0,1,2,0,0,58
"5699","vsfx4lcaz",2,6,1,4,1,3,5,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,5,2,1,1,0,1,0,1,1,0,0,42
"5700","ptxgz5dkw",2,2,1,4,1,1,6,4,0,1,0,0,8,4,1,3,6,2,0,1,2,0,2,1,5,0,1,0,2,0,3,1,1,1,0,0,66
"5701","q74vkx3mh",4,1,1,8,0,0,0,1,1,1,0,2,1,1,2,15,0,2,22,0,1,0,3,2,1,1,1,2,1,1,1,5,4,0,0,0,85
"5702","wyukognzi",0,1,3,3,1,0,0,0,0,0,1,0,1,0,1,1,0,1,7,0,0,0,0,0,0,2,0,5,0,1,4,0,3,0,0,0,35
"5703","7juimfnst",3,2,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"5704","27q5l981e",0,2,1,5,0,0,0,7,2,0,1,2,4,0,0,8,0,3,6,1,1,0,1,0,4,1,0,2,2,0,0,6,4,0,0,0,63
"5705","rez7u6aio",4,2,0,2,2,0,2,3,1,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,27
"5706","ax4uvd2zf",2,2,11,1,0,2,0,16,0,1,0,0,5,1,0,0,0,0,1,2,5,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,55
"5707","rtsgfq1lc",1,3,10,1,1,0,0,11,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,38
"5708","2ajifr95y",7,0,0,4,2,0,5,0,5,4,2,0,0,0,2,0,1,0,0,2,1,0,0,0,0,1,6,1,4,0,2,2,0,1,0,0,52
"5709","78ac4nq6e",9,0,1,2,1,0,0,0,3,1,0,3,1,0,3,7,3,1,1,0,0,0,2,1,3,0,1,0,0,0,0,4,1,0,0,0,48
"5710","6ak25wd4b",4,0,4,3,0,1,0,11,2,2,0,1,4,1,0,4,1,1,0,0,2,0,1,1,1,0,2,1,2,1,0,4,0,0,0,0,54
"5711","vmhp9r4t1",7,1,1,2,2,5,1,4,1,0,1,0,3,0,0,2,0,0,0,1,0,2,0,2,1,11,0,0,0,1,1,1,1,0,0,0,51
"5712","5mubgcyji",1,1,0,0,1,1,6,5,2,1,2,1,20,10,0,0,6,0,1,0,1,1,2,0,2,2,1,1,3,0,1,0,1,0,0,0,73
"5713","isodblw9j",3,2,0,0,1,0,2,4,1,2,1,1,5,0,0,13,0,0,1,0,1,0,5,0,4,0,1,0,2,0,0,7,0,0,0,0,56
"5714","po8x79erb",0,4,1,0,0,0,0,0,4,0,1,1,0,1,1,5,0,0,1,1,1,0,2,0,1,5,0,2,0,0,0,4,0,0,0,0,35
"5715","bzax92ty8",5,2,1,3,0,4,3,0,6,2,0,0,0,0,1,7,2,0,1,0,0,0,0,1,0,5,1,1,5,0,4,3,1,0,0,0,58
"5716","uvl75pi61",4,3,1,1,1,5,2,0,1,0,0,0,1,0,1,11,1,1,4,0,1,0,1,0,0,5,1,2,0,0,1,1,0,1,0,0,50
"5717","6lvknrxib",2,0,1,3,0,0,0,0,2,0,1,1,0,3,0,1,4,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,25
"5718","ry8d3es5o",3,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"5719","1tgkucinb",1,3,2,1,0,0,1,1,1,0,0,0,3,1,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,31
"5720","5ct12vyro",9,0,0,4,0,6,3,0,1,1,1,1,0,2,2,0,0,0,7,2,0,0,0,1,0,6,0,1,0,1,2,0,1,0,0,0,51
"5721","pjhq9nc6a",0,1,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,20
"5722","lnrombive",5,0,0,7,1,0,1,0,0,0,0,0,0,2,0,0,1,0,9,0,2,0,0,0,2,0,0,4,2,0,1,0,4,0,0,0,41
"5723","qus2acxdf",5,3,0,0,1,0,1,0,1,0,0,0,1,0,0,13,1,0,2,0,0,0,1,1,0,0,0,0,1,2,0,8,3,0,0,0,44
"5724","dhfqmxn5k",2,1,0,2,1,0,6,0,6,5,1,0,0,1,1,0,1,1,3,1,2,1,0,3,1,1,8,1,7,1,5,0,1,1,0,0,64
"5725","1z76gfju5",7,1,2,3,3,2,1,0,3,0,1,0,0,0,1,13,1,1,5,2,0,1,0,0,0,1,1,0,1,0,0,5,1,0,0,0,56
"5726","a6vdqbnz4",14,1,12,7,2,1,6,6,8,2,0,3,3,0,3,9,1,0,2,0,0,0,1,1,2,2,4,3,12,1,4,6,0,0,0,0,116
"5727","x64skmhwa",16,1,1,10,1,2,9,5,5,0,1,0,3,0,7,1,1,0,1,2,1,1,1,2,4,5,6,3,5,0,5,2,1,5,0,0,107
"5728","iwraxknum",10,1,1,5,1,2,0,2,0,0,2,1,2,1,5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36
"5729","1mk2jicvd",2,2,1,0,0,1,1,3,0,0,0,1,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"5730","rspnexati",2,0,3,2,2,0,1,1,1,1,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,24
"5731","q7dx9br4t",5,0,0,2,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,18
"5732","5mw6a197i",1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"5733","eo1tzd49f",3,0,0,3,1,3,3,3,3,2,0,3,5,3,0,0,3,2,3,0,1,0,0,0,1,1,0,2,1,0,1,1,4,0,0,0,52
"5734","dla71njt8",3,1,2,0,1,0,4,0,2,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,23
"5735","5qzkg6ib4",4,0,1,2,2,0,0,2,2,1,2,0,1,1,0,13,1,0,4,3,1,0,2,0,0,0,3,1,1,0,1,9,6,0,0,0,63
"5736","atnyh9mvu",1,5,1,0,0,0,4,3,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,3,0,4,1,2,0,1,1,0,0,0,0,34
"5737","pibrftc12",9,2,1,7,0,0,0,1,2,1,1,1,0,1,6,0,1,0,0,2,1,1,0,2,1,0,1,0,0,0,0,2,0,0,0,0,43
"5738","5dl4w1r8k",3,0,0,6,0,0,0,0,1,0,2,1,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,22
"5739","5sboijmgr",8,1,1,12,1,1,2,3,2,2,0,0,0,3,3,0,0,0,0,3,0,0,0,0,1,1,4,2,4,6,1,0,1,1,0,0,63
"5740","dlfzukcs2",3,1,0,3,0,0,2,0,3,0,1,1,1,0,0,16,0,0,4,1,0,1,5,0,0,1,1,1,2,6,1,13,1,0,0,0,68
"5741","dpuizthew",0,0,1,2,1,0,5,0,0,2,0,0,0,7,0,0,7,1,2,0,1,0,1,3,0,1,3,1,1,2,1,0,1,1,0,0,44
"5742","s94xrei73",3,1,2,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14
"5743","amxs7pv5d",9,0,3,3,0,0,1,6,2,0,1,3,2,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,40
"5744","68723gqmn",2,3,4,2,1,1,0,1,0,1,0,0,0,13,0,1,10,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,45
"5745","q7hfrlktj",11,4,0,9,0,0,0,1,4,0,0,1,0,0,1,24,2,0,12,3,2,1,5,1,0,0,0,1,0,3,3,11,4,0,0,0,103
"5746","wkiz6ltdb",2,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"5747","s9rfc6tyj",3,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11
"5748","mh9dplt15",1,1,0,2,1,0,0,0,0,1,0,3,2,1,0,1,0,0,6,0,0,0,1,0,0,0,0,2,1,0,0,0,7,0,0,1,31
"5749","lhixoq27s",2,2,0,4,1,0,9,4,10,3,1,2,5,0,1,21,0,0,3,2,1,1,4,0,1,1,5,1,0,0,3,19,1,0,0,0,107
"5750","lre3go6sw",6,3,1,4,1,2,1,0,1,0,0,1,2,0,1,6,0,0,3,1,0,0,2,0,0,0,0,0,1,0,0,5,0,0,0,0,41
"5751","6apv94nbe",3,4,0,0,0,1,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,16
"5752","ifl258z4w",8,2,0,3,0,0,0,1,0,0,0,2,1,1,6,0,3,3,9,0,1,1,1,0,1,0,0,1,0,0,0,1,3,0,0,0,48
"5753","dp18bsmjt",4,0,1,2,0,2,4,2,3,1,1,0,0,1,0,13,0,1,2,2,1,0,3,2,0,1,3,1,2,1,2,3,0,0,0,0,58
"5754","1qp4ctl6a",2,1,4,6,2,2,0,2,1,0,0,1,0,2,1,3,0,0,10,0,0,0,0,0,0,0,1,1,0,1,2,1,6,1,0,0,50
"5755","f7xa9pojk",4,1,1,1,0,0,1,6,0,0,0,0,9,3,2,10,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,6,2,1,0,0,55
"5756","nwgu5ytp4",5,2,3,2,1,1,13,0,3,3,1,0,0,1,1,0,0,2,0,0,1,2,1,3,3,1,15,3,5,0,6,3,1,0,1,16,99
"5757","4a65o7vkc",7,4,1,3,1,1,4,0,0,1,1,1,0,0,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,35
"5758","9dcrahg6o",11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,17
"5759","aqz47rful",1,0,0,0,2,0,0,0,5,4,0,1,3,1,1,9,0,0,3,1,0,0,1,0,2,0,3,1,2,0,0,4,2,0,0,0,46
"5760","tbixcmeqr",8,0,4,2,1,0,0,0,1,0,1,1,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25
"5761","bsaytxm8e",8,1,3,6,0,0,0,0,0,0,2,1,0,0,7,8,1,0,1,0,1,0,2,0,1,0,0,0,0,1,1,10,0,0,0,0,54
"5762","zermt1h9n",13,2,3,10,0,6,2,1,3,0,1,2,0,0,8,0,4,0,1,3,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,64
"5763","yrlhg6zjo",4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,0,0,19
"5764","koz7wr9i2",2,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"5765","ikyne9b28",16,4,0,8,0,0,3,1,2,3,0,0,0,1,5,0,0,2,0,2,1,0,0,2,0,0,3,0,2,1,0,0,2,0,0,0,58
"5766","i59bgs4az",6,3,3,4,0,2,7,5,0,0,2,0,4,2,1,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,0,46
"5767","s2w74ydb6",8,1,2,10,2,0,0,0,1,1,1,0,0,1,5,0,0,0,16,0,1,2,1,1,0,1,0,5,1,0,2,1,7,0,0,0,70
"5768","rwkys8pct",2,0,4,5,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,1,0,12,36
"5769","sdbp8atw4",3,2,1,7,1,1,0,1,0,0,0,1,0,1,1,1,0,0,20,0,0,1,0,0,1,1,2,2,0,0,1,0,7,0,0,0,55
"5770","t1zdh6yra",2,1,3,4,0,0,2,1,1,2,1,3,0,10,2,0,22,3,5,1,1,1,1,2,0,4,0,2,0,0,0,2,8,0,0,0,84
"5771","awimxg24q",1,1,0,0,1,0,1,1,0,0,0,2,2,0,2,1,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,18
"5772","ektig6o3b",1,3,4,1,0,0,0,6,1,0,0,0,6,1,0,0,2,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,32
"5773","f2e7xnwq8",8,4,14,12,0,1,2,10,1,0,0,0,7,2,3,1,2,0,2,1,5,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,79
"5774","rv1cjqlih",5,2,0,5,1,0,4,2,3,3,1,0,4,0,6,0,0,0,1,0,3,0,1,1,0,0,5,1,1,0,4,2,1,1,0,0,57
"5775","p1ne64u28",1,0,2,0,1,0,1,4,0,0,0,0,1,2,1,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,5,1,0,0,0,27
"5776","xw8h3duc1",2,2,1,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,1,1,0,2,2,0,0,0,12,34
"5777","tydqmg26k",7,2,3,3,0,1,2,1,1,0,0,0,0,2,2,8,1,0,0,0,1,0,3,0,1,0,1,2,1,0,2,5,1,0,0,2,52
"5778","b68ysaozf",11,2,1,12,0,0,0,0,0,0,1,0,1,0,4,5,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,5,0,0,0,0,48
"5779","rl8btinw6",11,0,0,9,0,1,0,2,7,2,0,3,0,2,7,16,0,0,4,0,1,1,5,3,1,0,0,1,1,0,2,2,2,0,0,0,83
"5780","dmp4zrbw2",2,0,1,0,2,0,2,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,19
"5781","x5mvypth4",5,2,1,5,1,4,5,4,4,2,3,2,2,0,2,4,9,4,2,0,1,1,3,0,4,0,2,0,1,1,0,1,0,1,0,0,76
"5782","hqt4egukx",3,1,1,3,1,1,8,3,6,1,1,1,1,1,1,0,7,1,1,0,0,0,0,1,4,0,5,1,6,0,1,1,3,0,0,0,64
"5783","cq7f5vkwm",3,1,0,0,0,0,5,5,0,2,3,0,5,0,0,0,0,0,1,0,0,1,2,3,3,0,1,0,0,1,1,0,0,0,0,0,37
"5784","le14yaig8",2,0,0,0,0,1,0,1,3,0,0,0,1,0,2,10,1,0,4,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,31
"5785","ioe7mkvr5",15,3,1,10,0,2,4,2,3,1,1,2,5,0,6,0,2,1,1,1,0,1,3,1,4,0,0,0,2,0,2,0,1,1,0,0,75
"5786","q6hz748eo",6,0,3,3,2,2,0,6,1,0,0,1,1,3,3,2,1,0,1,1,4,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,45
"5787","lga1cs7kt",5,4,1,1,1,1,0,0,0,1,0,0,0,1,0,3,1,1,1,0,1,0,2,0,1,0,5,0,0,0,2,6,1,2,0,0,41
"5788","6z93y8lc5",2,5,1,1,1,0,2,1,0,1,0,0,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,23
"5789","ltcrsd82v",5,4,1,2,1,1,2,10,0,1,0,0,5,0,1,13,0,0,3,0,0,0,3,2,2,0,0,0,2,0,0,5,0,0,0,0,63
"5790","q6gtwixnm",9,0,2,6,2,0,0,0,2,1,1,0,0,2,1,7,0,0,5,1,1,0,4,0,1,0,1,0,2,19,1,4,4,0,0,0,76
"5791","jdyk41e7f",1,3,0,0,0,1,1,0,2,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,6,1,2,0,2,1,1,0,0,0,28
"5792","5frn2v1s3",2,0,0,3,2,1,1,2,1,1,0,0,2,0,1,10,0,0,3,1,1,0,4,0,0,0,0,1,2,2,0,3,0,0,0,0,43
"5793","5y3se4i91",1,1,1,1,1,1,1,5,1,0,1,1,3,0,1,0,0,1,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,26
"5794","eiclgu3s7",6,2,2,5,2,0,2,3,2,0,1,1,1,1,1,11,1,0,1,0,2,0,2,1,1,0,0,0,1,0,0,3,0,0,0,0,52
"5795","yzunepm4a",1,1,1,1,2,0,0,1,1,0,0,0,0,0,1,5,0,0,0,0,0,0,3,1,0,1,1,0,0,0,2,3,1,1,0,0,27
"5796","dux3o98b5",6,0,0,5,0,3,1,2,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,2,1,4,0,0,1,0,0,1,0,0,0,0,32
"5797","fc2irapvk",2,0,2,4,1,0,0,0,2,1,0,0,0,1,1,7,0,1,3,1,0,0,4,1,0,0,0,0,0,0,0,3,3,0,0,0,37
"5798","t7ewdh12m",7,2,0,6,1,0,0,2,1,1,0,0,0,0,3,4,0,0,1,1,0,2,0,1,2,0,0,0,0,0,1,2,0,0,0,0,37
"5799","fnoe8sxt7",6,0,2,7,1,2,3,3,3,0,1,3,4,1,4,0,5,1,2,2,1,4,3,0,4,2,3,1,0,2,2,1,4,1,0,0,78
"5800","d27xi5swk",3,1,1,1,1,0,5,1,8,2,0,0,0,1,0,0,1,3,1,0,1,0,0,0,0,2,7,0,1,1,1,2,0,0,0,0,44
"5801","new9xpy6d",4,2,0,2,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,17
"5802","ih2fp4tly",4,3,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
"5803","4x85w6ymq",2,1,3,2,2,9,2,0,3,1,2,1,0,0,2,0,0,0,0,1,0,1,0,1,0,7,3,1,2,1,2,0,0,1,0,0,50
"5804","ojpqaz4yr",2,0,2,1,2,0,1,0,5,1,1,0,0,0,1,1,0,0,2,1,0,0,2,0,0,1,1,0,2,0,2,2,1,1,0,0,32
"5805","kic5ldx4h",4,0,0,2,0,0,2,0,0,4,0,1,0,4,0,5,5,1,1,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,35
"5806","owju32fhk",2,1,2,7,1,0,0,1,1,2,0,0,0,0,8,0,2,0,9,1,1,0,0,1,0,0,4,3,0,0,0,1,2,0,0,0,49
"5807","npo1t5gke",10,1,0,4,1,11,3,1,8,2,2,0,1,0,6,1,0,1,2,0,0,0,0,4,0,8,2,1,0,0,6,3,2,0,0,0,80
"5808","z2dipxhc6",7,1,2,8,1,1,2,2,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,35
"5809","lzn6qb9hv",12,1,4,5,0,0,1,1,2,1,0,0,0,0,2,0,1,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,36
"5810","54nubf36o",1,3,2,2,0,1,0,1,2,1,0,0,1,2,3,11,0,1,5,2,0,0,0,0,2,0,1,1,1,1,0,6,5,0,0,0,55
"5811","lgsoxupjh",6,1,2,6,0,3,0,0,1,0,1,2,2,0,2,0,4,0,1,0,1,0,1,0,1,0,0,1,0,2,0,0,1,0,0,0,38
"5812","oj3bpnleh",11,1,6,9,1,0,1,7,0,0,1,1,0,1,4,6,1,0,3,0,2,1,2,0,2,2,0,2,0,0,0,4,2,0,0,0,70
"5813","nlso52y1q",0,1,1,0,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11
"5814","mupa9b5cg",14,1,0,8,1,9,0,1,1,1,0,3,1,1,9,1,5,2,0,3,0,1,0,1,0,0,2,0,0,0,2,0,1,1,0,0,69
"5815","jfywl5nev",1,3,0,3,1,2,0,1,1,0,0,2,0,0,1,0,1,0,0,0,0,2,0,3,0,6,1,0,0,0,0,0,0,0,0,0,28
"5816","eigwm4h7q",5,2,2,1,1,4,1,1,0,1,1,1,1,0,0,0,5,0,2,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,34
"5817","g6wqlmpnb",4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"5818","pkq8wlvyt",16,2,1,9,1,0,0,1,1,0,0,3,0,0,4,1,0,1,5,0,0,1,1,1,1,0,0,2,1,0,1,0,4,2,0,0,59
"5819","ydeq3vtm5",7,0,2,3,0,1,1,0,1,0,1,1,0,1,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,25
"5820","4xmiau1n5",2,1,0,5,5,0,0,0,1,0,0,0,2,8,1,1,13,6,21,1,2,1,0,0,0,1,2,5,1,1,3,2,10,0,0,0,95
"5821","uoazx8fmb",7,3,2,3,1,0,0,0,0,1,0,1,0,0,3,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,29
"5822","cb9dafth4",5,3,0,5,0,0,1,0,0,0,1,1,1,0,1,6,0,0,2,1,2,0,2,0,0,0,1,1,0,0,1,2,1,0,0,0,37
"5823","xdmnw2tsg",3,1,1,4,0,1,3,0,5,3,1,0,0,1,2,0,0,2,10,0,2,0,0,1,0,1,6,1,4,1,2,3,4,0,0,0,62
"5824","z9bjqgket",4,0,1,4,1,0,0,1,1,2,1,3,0,1,2,13,0,0,4,1,0,1,5,0,0,0,0,1,1,1,1,6,1,0,0,0,56
"5825","bzsxt2p6u",4,1,0,2,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"5826","scapvidnr",11,1,0,7,0,3,1,0,3,0,2,2,0,0,2,0,1,0,7,0,0,0,0,0,1,0,3,3,2,0,0,0,6,0,0,0,55
